,id,amenity,est,nor,Ai,centers,label
1417,17744734,playground,524522.144,164032.321,13.06,False,130
1421,17806374,place of worship,522596.46,173721.888,12.92,False,63
1429,17939182,park,522343.664,178699.972,20.4,False,91
1430,17939312,park,522303.019,179043.455,16.22,False,91
1431,17940814,stadium,522788.902,180425.191,24.87,False,151
1432,17941004,park,522419.758,180564.3,12.64,False,151
1433,17978996,parking,515438.216,187506.175,16.08,False,97
1434,17999028,park,530225.564,184749.498,25.8,False,56
1437,18080667,park,526557.057,174403.201,15.68,False,18
1455,18936361,park,544060.407,183913.307,40.47,False,44
1461,19605455,park,536098.413,181509.121,25.14,False,22
1462,19621775,park,534950.013,180570.68,27.89,False,22
1463,19748095,park,524125.053,180574.247,29.22,False,54
1465,19787035,playground,513476.379,169761.989,27.88,False,2
1466,19787039,park,513519.793,169723.816,24.41,False,2
1470,19790006,stadium,526885.61,182781.17,20.36,False,29
1473,19798157,library,534182.602,176805.21,69.38,False,3
1480,19831974,craft,534317.223,177831.321,13.23,False,3
1481,19831975,electronics,534230.252,177845.96,12.82,False,3
1482,19831976,parking,534292.511,177891.537,12.81,False,3
1486,19880175,parking,537996.315,180528.983,23.04,False,152
1491,20166475,parking,515536.26,188756.921,23.95,False,97
1492,20170633,parking,515592.343,188479.433,39.57,False,97
1493,20170750,playground,514826.33,188469.188,12.74,False,97
1494,20170885,parking,537255.519,169909.037,13.36,False,86
1495,20206484,sports centre,523557.333,181123.643,11.6,False,151
1498,20303136,parking,515533.136,188503.63,37.44,False,97
1502,20794099,arts centre,526361.878,192017.042,16.49,False,115
1503,20794161,supermarket,526317.279,192017.776,16.44,False,115
1504,20794297,craft,526294.042,191806.608,11.68,False,115
1505,20794340,parking,526361.303,191828.738,12.14,False,115
1507,20821133,pub,526582.847,179513.316,35.47,False,93
1509,20917317,place of worship,524306.073,175913.802,29.06,False,154
1510,20973312,pub,524421.908,175987.908,29.15,False,154
1511,20973316,pub,526422.052,176443.052,19.68,False,149
1514,21361182,park,537068.56,179411.836,12.72,False,152
1515,21365057,park,538153.487,178586.93,15.82,False,16
1517,21381871,fuel,531077.654,164478.916,14.3,False,24
1520,21392280,pub,531590.815,181319.7,121.48,False,94
1521,21411575,place of worship,524790.458,173380.829,21.13,False,70
1526,21593232,pub,531118.513,181290.514,108.54,False,94
1527,21593236,pub,530595.446,181488.835,168.88,False,94
1528,21593237,bar,530612.242,181501.684,165.29,False,94
1529,21593238,pub,530589.846,181388.844,173.4,False,94
1530,21663357,fuel,514993.056,187996.519,24.39,False,97
1531,21686579,pub,531632.29,181311.727,121.54,False,94
1532,21693791,pub,531952.558,181283.388,116.55,False,94
1533,21770258,parking,515382.639,180219.654,24.24,False,142
1535,21795866,grave yard,524281.322,175946.099,27.77,False,154
1541,22376956,park,512135.687,189557.906,30.05,False,106
1542,22376960,parking,512075.64,189507.768,27.77,False,106
1546,22377020,park,511977.735,189438.17,21.1,False,106
1547,22377035,parking,512234.403,189719.96,23.27,False,66
1548,22377040,parking,512208.87,189758.256,23.22,False,66
1554,22476427,cinema,510970.581,172857.712,12.32,False,146
1555,22476446,parking,510910.464,172840.995,14.48,False,146
1559,22498760,university,518123.507,168478.774,14.93,False,80
1560,22498784,school,518582.337,169250.44,19.92,False,143
1569,22604626,park,532676.634,178700.699,33.74,False,4
1570,22604638,park,532880.998,178771.509,27.07,False,3
1572,22605726,park,532078.274,188297.466,24.22,False,117
1573,22608405,park,531545.767,189459.005,34.54,False,117
1574,22608506,park,531680.782,189407.621,30.15,False,117
1578,22616441,school,534260.805,185963.64,15.81,False,61
1579,22627972,park,521365.516,189819.285,20.25,False,27
1580,22633844,parking,522116.536,188598.521,12.05,False,78
1581,22650727,parking,538241.121,182722.139,13.22,False,119
1582,22650728,parking,538185.015,182817.885,15.1,False,119
1583,22650729,parking,538135.871,182690.753,17.22,False,119
1590,22696907,park,520650.872,178812.785,34.91,False,91
1591,22696953,parking,519730.284,178692.101,14.37,False,7
1592,22696968,park,520408.261,178416.586,41.39,False,91
1593,22696975,park,520602.185,178435.098,49.2,False,91
1595,22697284,park,522003.184,178451.471,12.89,False,91
1598,22701133,park,533893.151,182897.225,47.16,False,150
1606,22702620,school,517261.948,178812.851,14.19,False,53
1615,22721236,parking,538330.228,177456.437,55.66,False,16
1619,22726496,park,534352.237,189853.795,14.34,False,92
1625,22742509,supermarket,518010.2,167453.128,46.6,False,80
1631,22761664,parking,532611.56,196725.793,34.99,False,96
1650,22797846,school,539369.581,176038.169,24.01,False,59
1651,22797847,school,539350.953,175993.725,21.32,False,59
1669,22870087,school,548918.689,184151.338,37.6,False,8
1670,22870100,park,548696.723,184349.669,28.83,False,8
1671,22870140,park,548594.468,184015.012,28.01,False,8
1672,22870156,supermarket,548707.819,183408.824,12.12,False,8
1673,22870161,parking,548678.678,183432.322,12.31,False,8
1676,22883979,post depot,534820.933,181794.626,72.21,False,22
1677,22889910,parking,508063.395,174473.766,17.8,False,146
1679,22895152,park,532630.063,178535.618,32.47,False,4
1680,22905783,school,528214.833,166303.718,21.33,False,110
1681,22917385,university,518375.208,168736.148,15.81,False,143
1684,22924096,garden,524344.443,180942.958,35.4,False,54
1685,22924108,garden,524418.713,180887.271,40.22,False,54
1686,22924137,garden,524364.677,180719.958,32.99,False,54
1687,22924145,garden,524414.647,180575.329,32.59,False,54
1688,22924163,garden,524469.996,180458.695,32.34,False,54
1689,22924166,garden,524565.809,180988.357,63.62,False,54
1690,22924167,garden,524608.349,180893.697,64.3,False,54
1691,22924178,garden,524485.379,180780.961,42.39,False,54
1692,22924222,park,524100.702,180325.924,29.2,False,151
1693,22924262,park,524300.872,180162.343,29.31,False,151
1694,22924326,sports centre,524029.823,180919.047,22.13,False,54
1695,22924359,garden,524586.349,180506.398,37.81,False,54
1696,22924378,garden,524512.423,180603.004,37.55,False,54
1697,22924383,garden,524548.842,180707.988,44.58,False,54
1698,22924385,garden,524642.437,180731.09,55.11,False,54
1706,22933415,sports centre,532563.187,177565.493,32.86,False,4
1707,22933451,park,532722.588,177575.18,22.83,False,4
1708,22933504,playground,532892.997,177757.125,17.49,False,4
1709,22933505,parking,532847.895,177747.134,18.75,False,4
1710,22933985,playground,533949.983,177200.075,24.85,False,3
1711,22934322,parking,533201.31,177935.375,11.66,False,3
1722,22936252,supermarket,510616.133,173345.518,24.97,False,146
1723,22936253,parking,510681.266,173380.745,20.62,False,146
1730,22967711,parking,510838.932,173479.356,11.69,False,146
1731,22967712,hotel,510802.946,173478.873,12.63,False,146
1733,22968167,social club,510475.38,173394.794,20.41,False,146
1739,22982459,park,532500.147,178846.488,38.8,False,72
1766,22999866,park,524002.988,196454.866,14.07,False,109
1769,23015834,craft,518989.334,169552.125,12.17,False,143
1773,23023212,supermarket,519024.836,169408.053,12.77,False,143
1774,23023276,parking,529033.313,163578.827,12.47,False,102
1775,23023338,park,529051.054,186377.159,28.57,False,103
1777,23023376,park,529153.818,186756.486,50.03,False,103
1778,23028424,fuel,519541.241,166161.302,12.65,False,80
1783,23035934,park,529521.702,184747.682,29.94,False,98
1786,23038814,cinema,535821.467,179273.304,25.42,False,0
1796,23043561,park,536151.835,179261.879,13.74,False,0
1797,23044971,school,528389.614,166017.416,17.12,False,110
1798,23045192,sports,535672.012,179397.338,22.46,False,0
1819,23066825,playground,529371.041,175586.503,44.37,False,160
1820,23066992,garden,529284.869,176098.118,22.53,False,160
1823,23072442,park,515156.745,172528.494,13.29,False,41
1824,23081461,supermarket,529591.381,175324.861,79.56,False,160
1825,23081462,parking,529644.103,175265.303,70.38,False,160
1826,23081724,cinema,530203.138,172016.2,13.24,False,105
1830,23083339,electronics,516665.934,177686.616,13.22,False,53
1831,23083470,craft,516424.959,177329.318,12.81,False,74
1832,23083528,parking,516365.778,177351.196,12.79,False,74
1833,23083567,parking,516640.893,177637.745,14.46,False,53
1836,23084123,park,534924.189,180276.225,35.09,False,0
1840,23088177,garden,532805.802,182816.494,81.99,False,52
1841,23088180,garden,532900.611,182811.576,87.73,False,52
1844,23089370,school,537713.963,189225.145,43.74,False,28
1845,23090003,hospital,518427.888,167122.42,16.65,False,80
1846,23094901,park,534821.227,180300.622,35.61,False,22
1847,23095184,park,534707.018,180198.733,31.35,False,0
1848,23095299,sports centre,534620.624,180202.531,28.09,False,0
1849,23095576,parking,534879.737,180566.799,29.73,False,22
1850,23095582,college,537686.849,190366.793,17.97,False,28
1851,23095678,park,534622.246,180099.629,26.35,False,0
1854,23105395,park,532865.856,181612.05,152.93,False,52
1855,23105406,park,532856.576,181934.389,112.55,False,52
1863,23115218,supermarket,525729.284,164643.078,44.36,False,130
1865,23116647,park,517495.625,177501.481,18.38,False,53
1867,23117181,place of worship,520545.151,178443.115,47.57,False,91
1869,23123610,marketplace,520571.583,178523.518,53.04,False,91
1872,23124013,parking,516397.717,177289.665,12.1,False,74
1873,23124922,parking,538738.032,194343.042,14.97,False,134
1874,23124924,parking,538686.493,194312.617,14.07,False,134
1877,23124978,park,527780.72,168996.353,17.47,False,100
1878,23127265,parking,521611.93,168231.222,16.7,False,113
1879,23127282,parking,521557.831,168220.398,18.43,False,113
1880,23127925,park,521733.427,168229.691,13.13,False,113
1882,23136817,garden,529629.997,176122.807,19.77,False,160
1883,23136819,garden,529606.181,176162.137,20.6,False,160
1884,23136822,garden,529575.407,176208.856,21.77,False,62
1885,23136832,garden,529512.944,176294.962,24.01,False,62
1905,23152749,playground,516941.63,178979.205,14.01,False,53
1907,23160466,garden,529544.631,176251.871,22.98,False,62
1908,23164245,park,529631.197,183464.422,41.44,False,98
1909,23167442,school,536251.273,190598.104,13.74,False,17
1910,23167463,park,536033.735,190555.768,13.49,False,92
1911,23167561,grave yard,537868.2,189257.073,37.32,False,28
1918,23192428,parking,516568.177,180358.237,17.73,False,142
1919,23195980,park,531511.884,165656.48,20.71,False,24
1920,23196079,school,531798.737,165054.054,25.05,False,24
1924,23203685,college,527817.427,165207.388,33.12,False,110
1928,23224770,school,536298.643,189967.688,18.66,False,17
1929,23227146,parking,516440.494,180670.108,20.07,False,142
1930,23227241,park,516205.455,180923.329,12.2,False,142
1931,23227909,parking,517694.532,180651.33,105.28,False,141
1932,23228220,parking,516513.379,180465.618,19.08,False,142
1933,23231897,park,530444.358,182471.143,97.24,False,121
1947,23265126,school,515196.824,179951.216,14.37,False,142
1949,23265377,park,524381.214,164009.628,18.43,False,130
1951,23267721,parking,520470.655,178642.84,42.11,False,91
1952,23268752,park,520551.074,178910.102,27.1,False,91
1953,23269115,parking,528853.768,163761.568,21.36,False,102
1954,23269120,parking,528777.856,163661.073,15.54,False,102
1955,23269123,library,528840.38,163711.994,19.22,False,102
1957,23285524,hospital,527286.75,185401.626,45.91,False,25
1958,23287665,garden,532605.812,184826.314,50.32,False,48
1961,23303621,park,532076.837,184343.871,56.1,False,56
1962,23303622,park,532271.571,184639.876,38.92,False,56
1963,23318411,playground,532568.727,196306.739,29.28,False,96
1978,23376302,parking,535722.154,189431.688,11.84,False,92
1980,23383337,park,510717.576,173285.648,24.82,False,146
1981,23388084,school,510739.584,173202.524,26.74,False,146
1982,23388085,courthouse,510912.373,173252.408,14.6,False,146
1983,23388092,school,510742.84,173054.872,27.66,False,146
1984,23402542,department store,517847.9,169414.62,32.91,False,143
1985,23404397,school,510678.655,172994.098,31.85,False,146
1986,23404432,restaurant,510797.852,172870.08,19.35,False,146
1987,23404433,restaurant,510843.161,172827.272,16.6,False,146
1988,23404434,fast food,510891.161,172786.124,14.14,False,146
1989,23404435,restaurant,510934.679,172747.093,11.92,False,146
1990,23404598,supermarket,510389.521,172835.693,28.2,False,146
1991,23404599,parking,510334.981,172815.621,25.04,False,146
1995,23422438,place of worship,537840.861,189228.629,38.52,False,28
2003,23444176,parking,526591.392,196065.636,14.73,False,109
2015,23479811,parking,504972.175,175832.617,27.26,False,140
2016,23480727,park,527629.419,165262.633,36.86,False,110
2017,23481209,park,527472.413,166018.197,17.23,False,110
2018,23481210,park,527882.416,165844.488,17.76,False,110
2019,23481212,school,527468.669,166500.459,24.1,False,39
2020,23484584,supermarket,510458.486,172851.65,30.91,False,146
2021,23484585,parking,510444.715,172882.984,31.89,False,146
2022,23485711,community centre,510347.944,172494.185,14.18,False,146
2026,23486327,school,531185.087,179682.677,102.68,False,72
2027,23486372,park,531295.427,179765.554,99.34,False,72
2028,23486376,theatre,531326.787,179807.602,97.97,False,72
2057,23539954,parking,517339.346,177700.224,13.23,False,53
2070,23556216,park,517743.254,174388.388,50.01,False,74
2071,23557095,sports centre,527350.798,164935.834,14.66,False,110
2073,23591864,garden,524909.141,181219.666,77.56,False,54
2074,23591871,park,524736.238,181170.055,84.86,False,54
2075,23591886,garden,525210.838,181454.692,47.73,False,77
2076,23592028,garden,524874.204,180257.819,44.62,False,54
2077,23592191,garden,525315.34,180735.339,85.75,False,54
2078,23597181,garden,524712.77,180827.227,75.19,False,54
2079,23597182,garden,524794.974,180739.316,73.26,False,54
2080,23599300,parking,524681.166,179614.22,24.36,False,54
2081,23600634,park,524701.624,182084.017,50.85,False,77
2082,23600744,garden,524324.388,182215.181,35.09,False,77
2083,23600789,parking,523767.735,182278.867,19.72,False,79
2085,23601782,parking,524089.785,180905.189,23.73,False,54
2086,23601883,parking,523979.638,181004.779,20.2,False,77
2087,23601993,garden,525686.471,181005.953,86.81,False,54
2088,23607589,playground,526837.985,180678.314,37.57,False,29
2089,23607683,swimming pool,527218.017,180023.644,17.54,False,144
2090,23607764,garden,526853.913,180932.421,82.86,False,133
2091,23608061,garden,525660.458,181086.727,89.52,False,54
2093,23610237,garden,526245.993,180982.455,66.45,False,29
2094,23610334,garden,525871.863,181415.52,55.73,False,29
2095,23613986,theatre,530702.974,181170.362,152.55,False,94
2098,23621837,park,537357.89,181425.374,18.1,False,153
2099,23621838,park,537694.423,181380.277,22.18,False,152
2100,23621840,park,537940.8,181572.716,17.74,False,119
2106,23647908,school,527006.381,174684.196,28.0,False,136
2108,23654549,parking,533005.247,196428.236,41.94,False,96
2114,23679962,place of worship,517901.77,169296.246,41.28,False,143
2115,23680685,park,522803.436,178326.564,18.63,False,151
2118,23687880,parking,521726.023,178826.277,12.44,False,91
2119,23688098,park,518367.293,178229.634,12.82,False,53
2120,23691888,college,533353.437,182953.608,84.81,False,150
2121,23699299,school,518403.098,177982.649,14.9,False,53
2122,23699311,playground,518607.681,178048.33,14.91,False,53
2123,23699363,museum,518783.213,178048.797,13.65,False,118
2125,23700249,parking,517533.728,177975.794,12.13,False,53
2126,23701033,carpet,516652.99,177472.433,12.89,False,53
2127,23701035,car dealer,516545.43,177444.391,13.43,False,53
2128,23701037,clinic,516464.941,177404.51,13.29,False,53
2130,23701583,park,517231.717,177693.593,12.13,False,53
2131,23701584,playground,517227.253,177690.475,12.06,False,53
2136,23729284,parking,516605.597,177491.664,13.73,False,53
2137,23729289,parking,516469.342,177292.616,11.63,False,74
